id,fund,name,slug,fund_url,sectors,website,description,stage,stage_year,founded_year,invested_year,logo_url,source_modified,ticker_symbol,acquirer,founders,pmo_score,pmo_traj,pmo_mat,pmo_collab,pmo_game,pmo_feedback,pmo_notes
1661,owl-ventures,Honorlock,honorlock,https://www.owlvc.com/portfolio/honorlock,Post-Secondary,https://honorlock.com/,Honorlock revolutionizes the way academic institutions and enterprise corporations enable equity in online courses and exams.,,,2014.0,2021.0,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9dab7_Frame%202085665565%20-%202025-06-28T002923.990.svg,,,,,0.0,0,0,0,0,0,"Продукт не является образовательным (онлайн-прокторинг для экзаменов), поэтому модель ПМО неприменима."
1663,owl-ventures,Ignite,ignite,https://www.owlvc.com/portfolio/ignite,Pre K-12,https://ignite-reading.com/,"Ignite Reading delivers one-to-one virtual tutoring that teaches K-8th graders the foundational skills they need to become confident, fluent readers.",,,2020.0,,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9dab3_Frame%202085665565%20(100).svg,,,,Evan Marwell,4.8,4,6,5,1,8,"Ignite Reading обеспечивает сильную обратную связь через репетитора, но обучение по фиксированной траектории без геймификации и с ограниченной коллаборацией не полностью соответствует модели PMO."
1666,owl-ventures,Jotit,jotit,https://www.owlvc.com/portfolio/jotit,Pre K-12,https://www.jotit.io/,"Jotit merges pen-and-paper simplicity with digital learning, creating a focused, organized, and engaging learning-space.",,,2022.0,,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9daad_Frame%202085665565%20(96).svg,,,,"Yuval Chomski, Aric Katz",0.6,2,0,0,1,0,"Цифровое рабочее пространство Jotit, сочетающее простоту ручки и бумаги с цифровыми технологиями, не реализует ключевые инструменты персонализированного обучения, такие как индивидуальная траектория, адаптивный контент или обратная связь."
1667,owl-ventures,Kiddom,kiddom,https://www.owlvc.com/portfolio/kiddom,Pre K-12,https://www.kiddom.co/,"Connecting curriculum, learning, and data in one place to help educators and learners unlock their full potential.",,,2015.0,2017.0,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9daab_Frame%202085665565%20(95).svg,,,,Abbas Manjee,4.4,5,5,3,4,5,"Kiddom предоставляет учителям данные для персонализации, но инструменты PMO реализованы на базовом уровне, без глубокой адаптивности, геймификации или развитых социальных функций."
1668,owl-ventures,Kuali,kuali,https://www.owlvc.com/portfolio/kuali,Post-Secondary,https://www.kuali.co/,"Kuali delivers administrative software built specifically for higher education to more than 160 institutions using modern, cloud-based technology. Thoughtfully-designed software streamlines processes to significantly reduce costs for student services, financials, research, and continuity planning.",Acquired,,2014.0,2018.0,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9daa9_Frame%202085665565%20(93).svg,,,Banneker Partners,Chris Coppola,0.0,0,0,0,0,0,"Продукт является административным ПО для вузов, а не образовательным, поэтому не соответствует модели PMO."
1671,owl-ventures,LeapFinance,leapfinance,https://www.owlvc.com/portfolio/leapfinance,Post-Secondary,https://leapfinance.com/,Leap is on a mission to democratize access to a quality global education. There are more than 5 million international students today across the world with the South / South East Asia region being the primary driver of growth. Leap helps these bright and ambitious millennials in their quest for global impact.,,,2019.0,2021.0,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9daa3_Frame%202085665565%20(87).svg,,,,Arnav Kumar,0.0,0,0,0,0,0,"Продукт не является образовательным, так как основная цель — финансирование образования, а не обучение, поэтому не может быть оценён по модели PMO."
1672,owl-ventures,LearnZillion,learnzillion,https://www.owlvc.com/portfolio/learnzillion,Pre K-12,https://ilclassroom.com/,LearnZillion integrates top-tier curricula that position districts for success.,Acquired,,2011.0,2015.0,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9daa1_Frame%202085665565%20(86).svg,,,Imagine Learning,,2.4,3,4,2,0,3,"LearnZillion предоставляет готовые учебные программы без глубокой персонализации или геймификации, ориентируясь на стандартизированный контент."
1673,owl-ventures,Leleketang,leleketang,https://www.owlvc.com/portfolio/leleketang,Pre K-12,https://www.leleketang.com/,Lele Ketang is building a future where every K-12 student has equal access to the best education in China.,,,2014.0,2018.0,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6965def0308657a882d0293c_Logo_Lele.svg,,,,Dalun Xu (DL),0.0,0,0,0,0,0,"Описание слишком общее, не содержит деталей о реализации персонализированной траектории, адаптивных материалов, совместной деятельности, геймификации или обратной связи."
1674,owl-ventures,Letrus,letrus,https://www.owlvc.com/portfolio/letrus,Pre K-12,https://www.letrus.com/,"Letrus is an educational program dedicated to improving literacy and language development, promoting authorship and diversity.",,,2014.0,,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9da9d_Frame%202085665565%20(84).svg,,,,Luis Junqueira,1.6,2,2,2,0,2,"Программа Letrus, судя по краткому описанию, не показывает признаков персонализированной траектории, адаптивных материалов, совместной деятельности или геймификации, поэтому все оценки низкие."
1675,owl-ventures,LingoAce,lingoace,https://www.owlvc.com/portfolio/lingoace,Pre K-12,https://www.lingoace.com/,"LingoAce offers an immersive, interactive and effective language-learning platform for global young learners.",,,2017.0,,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9da78_Frame%202085665565%20(83).svg,,,,,6.2,6,7,3,8,7,"Платформа, вероятно, предлагает адаптивное обучение с элементами геймификации, но без подтвержденных данных о возможностях совместной деятельности и полной персонализации учебного пути."
1677,owl-ventures,Linus,linus,https://www.owlvc.com/portfolio/linus,Pre K-12,https://linusprep.com/,Linus makes test prep fun and free for everyone.,,,2024.0,,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9da25_Frame%202085665565%20(79).svg,,,,Cory Johnson,3.0,2,2,0,7,4,"Linus делает подготовку к тестам увлекательной через геймификацию, но не предоставляет персонализированной траектории, адаптивных материалов или совместной деятельности."
1679,owl-ventures,Maximal Learning,maximal-learning,https://www.owlvc.com/portfolio/maximal-learning,Pre K-12,http://www.maximallearning.com/,Maximal Learning aims to leverage the latest in generative AI to build a personalized coaching experience that will support students of all ages and help them develop the skills needed for learning and their careers.,,,2023.0,,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9d9b8_Frame%202085665565%20(76).svg,,,,,5.4,8,9,1,0,9,"Стартап обещает персонализированное ИИ-коучинговое обучение, но в описании отсутствуют элементы совместной деятельности и геймификации."
1681,owl-ventures,Morressier,morressier,https://www.owlvc.com/portfolio/morressier,Post-Secondary,https://www.morressier.com/,"Morressier enables all the world’s learners to discover, share, and advance new ideas by helping scientific organizations host impactful virtual and hybrid conferences, amplify content, and build a community around previously hidden knowledge.",Acquired,,2014.0,2021.0,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9d977_Frame%202085665565%20(72).svg,,,Molecular Connections,"Rino Montiel, Justus Weweler",0.0,0,0,0,0,0,"Продукт не является образовательным, это платформа для организации научных конференций, поэтому модель PMO неприменима."
1683,owl-ventures,Noodle Partners,noodle-partners,https://www.owlvc.com/portfolio/noodle-partners,Post-Secondary,https://www.noodle.com/,Noodle Partners helps colleges and universities create and manage first-rate online and hybrid programs.,,,2014.0,2017.0,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9d973_Frame%202085665565%20(70).svg,,,,,4.4,3,5,7,2,5,"Noodle Partners помогает вузам создавать онлайн-программы, но персонализация траектории и геймификация в таких программах обычно ограничены; основной фокус на качественных учебных материалах и организации совместной деятельности."
1684,owl-ventures,Novakid,novakid,https://www.owlvc.com/portfolio/novakid,Pre K-12,https://www.novakidschool.com/,"Novakid is an online ESL learning platform, offering individual lessons with native speaking certified teachers for children ages 4-12 with AI-assisted data extraction and analysis.",,,2018.0,,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9d971_Frame%202085665565%20(68).svg,,,,Dmitry Malin,4.4,5,5,2,3,7,"Novakid — образовательная платформа с индивидуальными уроками, умеренная персонализация траектории и материалов за счет ИИ, отсутствие совместной деятельности, минимальная геймификация и качественная обратная связь от преподавателей."
1686,owl-ventures,Panorama,panorama,https://www.owlvc.com/portfolio/panorama,Pre K-12,https://www.panoramaed.com/,"Panorama helps schools build social-emotional skills for students and ensure that all students are graduating prepared for college, career, and life. Today, Panorama serves 10 million students and 1,100 school districts.",,,2012.0,2015.0,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9d96f_Frame%202085665565%20(66).svg,,,,Xan Tanner,1.0,1,1,1,1,1,"Платформа ориентирована на аналитику и опросы для педагогов, а не на персонализированное обучение и вовлечение учащихся."
1687,owl-ventures,ParentSqueare,parentsqueare,https://www.owlvc.com/portfolio/parentsqueare,Pre K-12,https://www.parentsquare.com/,"One unified platform, enhanced with AI to support your entire school community.",,,,,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9d94a_Frame%202085665565%20(63).svg,,,,,0.0,0,0,0,0,0,"Продукт не относится к образовательным, это платформа для школьного общения и взаимодействия, а не для обучения."
1688,owl-ventures,Preplay,preplay,https://www.owlvc.com/portfolio/preplay,Future of Work,https://preply.com/,Preply is an online educational platform that pairs students with private tutors remotely via online chat. It features a ranking algorithm that uses machine learning for classification and recommendation of tutors.,,,2012.0,2021.0,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9d94d_Frame%202085665565%20(65).svg,,,,"Dmytro Voloshyn, Serge Lukyanov",2.6,3,2,6,0,2,"Платформа является маркетплейсом для подбора репетиторов, практически не реализует инструменты ПМО, кроме базового взаимодействия с наставником."
1689,owl-ventures,Quizlet,quizlet,https://www.owlvc.com/portfolio/quizlet,Pre K-12;Post-Secondary,https://quizlet.com/,Our mission is simple: to help students (and their teachers) practice and master whatever they are learning.,,,2005.0,2015.0,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9d949_Frame%202085665565%20(62).svg,,,,Andrew Sutherland,5.4,5,7,4,6,5,"Quizlet предлагает адаптивные режимы обучения и элементы геймификации, однако траектория обучения и сотрудничество развиты слабо."
1690,owl-ventures,Raftr,raftr,https://www.owlvc.com/portfolio/raftr,Post-Secondary,https://www.raftr.com/,Raftr is a trusted communications platform enabling college students ro get current on events and connect with people with similar interests.,,,2018.0,2019.0,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9d946_Frame%202085665565%20(61).svg,,,,,0.0,0,0,0,0,0,"Продукт не является образовательным, это коммуникационная платформа для студентов, поэтому модель PMO неприменима."
1691,owl-ventures,RaiseME,raiseme,https://www.owlvc.com/portfolio/raiseme,Pre K-12,https://www.raise.me/,RaiseMe is changing the way students access billions of dollars each year in financial aid for college.,Acquired,,2012.0,2015.0,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9d944_Frame%202085665565%20(60).svg,,,CampusLogic,,0.0,0,0,0,0,0,"Продукт не является образовательным, это платформа финансовой помощи для колледжа."
1692,owl-ventures,Rebel,rebel,https://www.owlvc.com/portfolio/rebel,Pre K-12,https://www.rebelgirls.com/,"Rebel Girls is a global, multi-platform entertainment brand dedicated to inspiring and instilling confidence in a generation of girls around the world.",Acquired,,2016.0,,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9d942_Frame%202085665565%20(59).svg,,,,Elena Favilli,0.0,0,0,0,0,0,"Продукт является развлекательным брендом, а не образовательным, поэтому персонализированная модель образования не применяется."
1695,owl-ventures,Securly,securly,https://www.owlvc.com/portfolio/securly,Pre K-12,https://www.securly.com/,"From tools that help create a kid-friendlier Internet to an AI that recognizes signs of bullying and intuits risks of self-harm, Securly's solutions fulfill its core mission: to keep kids safe online.",Acquired,,2012.0,2016.0,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9d93d_Frame%202085665565%20(54).svg,,,Golden Gate Capital,Vinay Mahadik,0.0,0,0,0,0,0,"Продукт не является образовательным, поэтому не соответствует модели ПМО."
1696,owl-ventures,Sizzle,sizzle,https://www.owlvc.com/portfolio/sizzle,Pre K-12;Future of Work,https://web.szl.ai/,"Sizzle AI is an app combining the power of AI with the engagement of social platforms to make learning engaging, personalized and effective for everyone, everywhere.",Acquired,,2022.0,,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9d938_Frame%202085665565%20(50).svg,,,Campus,,7.2,8,9,7,3,9,"Sizzle AI сочетает ИИ-персонализацию учебного контента и траектории с социальными элементами, но геймификация явно не выделена."
1698,owl-ventures,Speechify,speechify,https://www.owlvc.com/portfolio/speechify,Pre K-12,https://speechify.com/,Human Quality AI Voices — Speechify's leading AI technology creates natural Voiceovers for all your content.,,,,,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9d93a_Frame%202085665565%20(52).svg,,,,,0.0,0,0,0,0,0,"Продукт не является образовательным — это инструмент озвучивания текста, не предоставляющий обучение, поэтому неприменим к модели ПМО."
1699,owl-ventures,Splashlearn,aplashlearn,https://www.owlvc.com/portfolio/aplashlearn,Pre K-12,https://www.splashlearn.com/,"SplashLearn, formerly Splash Math, creates engaging learning experiences built to transform children into fearless learners.",,,2020.0,2021.0,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9d934_Frame%202085665565%20(47).svg,,,,"Mayank Jain, Umang Jain, Joy Deep Nath",6.4,6,8,1,9,8,"Платформа предлагает высокоадаптивное геймифицированное обучение с индивидуальной обратной связью, но полностью лишена элементов совместной деятельности."
1702,owl-ventures,StudyFetch,studyfetch,https://www.owlvc.com/portfolio/studyfetch,Pre K-12,https://www.studyfetch.com/,"StudyFetch is an AI-powered learning platform that empowers students to utilize AI to actually learn. By uploading materials like PDFs, PowerPoints, and more, students receive AI-generated quizzes, notes, flashcards, and study guides tailored to their learning needs.",,,2023.0,2025.0,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/698b781114126fb1b3d74c9f_Studyfetch%20Logo.svg,,,,Ryan Trattner,4.2,4,7,2,2,6,"Платформа эффективно создает персонализированные учебные материалы с помощью ИИ, но практически не предоставляет возможностей для построения индивидуальной траектории обучения, коллаборации и геймификации."
1703,owl-ventures,Subject,subject,https://www.owlvc.com/portfolio/subject,Pre K-12,https://subject.com/,Subject is a digital learning platform delivering accredited high school courses taught by world-class instructors.,,,2020.0,,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9d930_Frame%202085665565%20(45).svg,,,,"Felix Ruano, Jonathan Quiros",1.8,2,1,4,0,2,"Платформа предлагает фиксированные аккредитованные курсы без возможности построения индивидуальной образовательной траектории, адаптивного контента или геймификации, с ограниченными социальными функциями и обратной связью от преподавателей."
1705,owl-ventures,Swing,swing,https://www.owlvc.com/portfolio/swing,Pre K-12,https://swingeducation.com/,Swing is on a mission to make classrooms run smoothly and learning free of interruptions by matching schools with substitute teachers and educational talent.,,,2015.0,2018.0,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9d92c_Frame%202085665565%20(42).svg,,,,Asha Visweswaran,0.0,0,0,0,0,0,"Продукт не является образовательным, это платформа для подбора учителей на замену, поэтому модель ПМО неприменима."
1708,owl-ventures,Thunkable,thunkable,https://www.owlvc.com/portfolio/thunkable,Pre K-12;Future of Work,https://thunkable.com/,"Thunkable is the no-code development platform to create custom, native mobile applications for iOS, Android, and the web.",,,2016.0,,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9d926_Frame%202085665565%20(39).svg,,,,WeiHua Hames Li,0.0,0,0,0,0,0,"Продукт не является образовательным, так как его основная цель — разработка мобильных приложений, а не обучение или преподавание."
1709,owl-ventures,Tinkergarten,tinkergarten,https://www.owlvc.com/portfolio/tinkergarten,Pre K-12,https://www.tinkergarten.com/,"Tinkergarten helps kids build an important set of physical, social and congnitive skills through outdoor play.",Acquired,,2014.0,2017.0,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9d922_Frame%202085665565%20(35).svg,,,Highlights for Children,Meghan Fitzgerald,3.0,2,2,7,2,2,"Tinkergarten — это образовательный продукт для развития детей через игры на природе, но он слабо персонализирован, не адаптирует материалы и почти не использует цифровую геймификацию или обратную связь, хотя совместная деятельность выражена ярко."
1710,owl-ventures,UbiMaster,ubimaster,https://www.owlvc.com/portfolio/ubimaster,Pre K-12,https://www.ubimaster.com/de/,ubiMaster democratizes tutoring for all students by providing flat rate and on-demand tutoring products.,,,2019.0,,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9d920_Frame%202085665565%20(34).svg,,,,,3.6,5,2,4,1,6,"Платформа репетиторства обеспечивает персонализированную обратную связь и выбор тем, но не имеет адаптивных материалов и геймификации обучения."
1712,owl-ventures,Ulesson,ulesson,https://www.owlvc.com/portfolio/ulesson,Pre K-12;Post-Secondary,https://ulesson.com/,"uLesson is the first of its kind in Africa, focused on making curriculum relevant.",,,2019.0,2021.0,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9d91c_Frame%202085665565%20(31).svg,,,,,3.0,4,4,1,2,4,"Продукт представляет собой образовательную платформу с фиксированным контентом и ограниченными возможностями персонализации пути обучения, что даёт низкие оценки по инструментам PMO."
1714,owl-ventures,Vaia,vaia,https://www.owlvc.com/portfolio/vaia,Pre K-12,https://www.vaia.com/en-us/,Vaia aims to empower everyone to achieve their educational goals. We provide an intelligent platform digitizing the entire learning process and turning any content into interactive learning courses.,,,2017.0,,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9d918_Frame%202085665565%20(27).svg,,,,,3.6,5,6,1,1,5,"Платформа оцифровывает процесс обучения и превращает контент в интерактивные курсы, но неясно, насколько персонализирована траектория, а социальные и игровые элементы отсутствуют."
1715,owl-ventures,Welcome Tech,welcome-tech,https://www.owlvc.com/portfolio/welcome-tech,Post-Secondary,https://www.welcome.tech/,"Welcome Tech is the world’s first digital platform to provide the global, multigenerational immigrant community with the linguistically and culturally relevant resources to thrive in a new country.",,,2010.0,,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9d916_Frame%202085665565%20(26).svg,,,,Raul Lomeli,0.8,1,3,0,0,0,"Платформа предлагает лингвистически и культурно адаптированные материалы, но персонализация траектории, совместная деятельность, геймификация и обратная связь отсутствуют."
1717,owl-ventures,Woebot,woebot,https://www.owlvc.com/portfolio/woebot,Post-Secondary,https://woebothealth.com/,Woebot Health offers digital therapeutics to make mental health radically accessible.,,,2017.0,,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6965df3b960007252c99b887_Woebot_logo.svg,,,,Dr. Alison Darcy,0.0,0,0,0,0,0,"Продукт не является образовательным, это цифровой терапевтический инструмент для психического здоровья, модель ПМО неприменима."
1718,owl-ventures,Workera,workera,https://www.owlvc.com/portfolio/workera,Future of Work;Post-Secondary,https://workera.ai/,Workera is focused on personalized data-AI skills transformation.,,,2019.0,2020.0,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9d910_Frame%202085665565%20(22).svg,,,,,6.4,9,9,3,4,7,"Workera представляет собой персонализированную платформу для трансформации навыков в области данных и ИИ, с сильной персонализацией траектории и материалов, но с минимальными социальными элементами."
1722,reach-capital,Aprende Institute,aprende-institute,https://www.reachcapital.com/companies/?sector=learning,Learning,https://aprende.com/,The leading online education platform for vocational skills training in the U.S. Hispanic market and Latin America.,,,2019.0,,https://www.reachcapital.com/wp-content/uploads/2022/06/Aprende-Institute-e1762811836547.png,,,,Martin Claure,2.4,2,3,2,2,3,"Платформа представляет собой стандартные онлайн-курсы профобучения с фиксированной траекторией, ограниченным разнообразием материалов и базовой обратной связью, слабо соответствующие принципам ПМО."
1723,reach-capital,BookNook,booknook,https://www.reachcapital.com/companies/?sector=learning,Learning,https://www.booknooklearning.com/,Expanding access to high-impact tutoring and small group instruction,,,2016.0,,https://www.reachcapital.com/wp-content/uploads/2022/06/BookNook.png,,,,Michael Lombardo;Kevin Rohling,6.0,5,7,7,6,5,"BookNook — это платформа для репетиторства и малогруппового обучения, которая обеспечивает персонализацию через взаимодействие с преподавателем, но ограниченно позволяет учащимся формировать собственную траекторию."
1724,reach-capital,Breathe For Change,breathe-for-change,https://www.reachcapital.com/companies/?sector=learning,Learning,https://www.breatheforchange.com/,Live and online wellness training for teachers,,,2015.0,,https://www.reachcapital.com/wp-content/uploads/2022/06/Breathe-for-Change.png,,,,Ilana Nankin;Michael Fenchel,2.6,2,2,4,2,3,"Продукт представляет собой обучение благополучию для учителей, с преимущественно фиксированной программой и ограниченной персонализацией, базовым взаимодействием и без адаптивных материалов или геймификации."
1725,reach-capital,Brilliant,brilliant,https://www.reachcapital.com/companies/?sector=learning,Learning,https://brilliant.org/,Learn STEM interactively,,,2012.0,,https://www.reachcapital.com/wp-content/uploads/2023/02/Brilliant.svg,,,,Sue Khim;Silas Hundt;Sam Solomon,5.0,5,3,3,7,7,"Brilliant предлагает качественное интерактивное обучение STEM с заметной геймификацией и обратной связью, но слаб в коллаборации и адаптивности материалов."
1726,reach-capital,Campus,campus,https://www.reachcapital.com/companies/?sector=learning,Learning,https://campus.edu/,"A vertically integrated community college alternative, offering live, interactive online cohort-based classes with adjunct professors from top universities",,,2018.0,,https://www.reachcapital.com/wp-content/uploads/2022/06/Campus.svg,,,,Tade Oyerinde,3.8,4,2,7,1,5,"Campus — это образовательный продукт с живыми когортными классами, где студенты могут иметь лишь незначительный выбор курсов, материалы статичны, а геймификация не используется, однако социальное взаимодействие в когортах является сильной стороной."
1728,reach-capital,Clayful,clayful,https://www.reachcapital.com/companies/?sector=learning,Learning,https://www.clayfulhealth.com/,"On-demand, text-based coaching for every kid.",,,2021.0,,https://www.reachcapital.com/wp-content/uploads/2022/06/Clayful-1.svg,,,,Maria Barrera,5.4,5,7,8,0,7,"Платформа предлагает персонализированный коучинг, хорошо адаптируя учебные материалы и обратную связь, но не включает управление траекторией ученика или игровые механики."
1729,reach-capital,CoderHouse,coderhouse,https://www.reachcapital.com/companies/?sector=learning,Learning,https://www.coderhouse.com/,"Live, online courses to help Latin American professionals upskill",,,2019.0,,https://www.reachcapital.com/wp-content/uploads/2022/06/Coderhouse.svg,,,,Christian Patino;Nahuel Lema,0.8,1,0,2,0,1,"Платформа живых онлайн-курсов без персонализации траектории, адаптации контента, геймификации или автоматизированной обратной связи — минимальное соответствие PMO."
1730,reach-capital,Cometa,cometa,https://www.reachcapital.com/companies/?sector=learning,Learning,https://www.getcometa.com/,Operating system for private schools in Latin America,,,2021.0,,https://www.reachcapital.com/wp-content/uploads/2024/03/cometa.svg,,,,Andrés Benavides;Gonzalo Gallardo;Mateo Creamer,0.0,0,0,0,0,0,"Продукт не является образовательным, это административная ОС для школ."
1731,reach-capital,CommonTime Pathways,commontime-pathways,https://www.reachcapital.com/companies/?sector=learning,Learning,https://www.ctpathways.com/,Where higher ed recruits creatives and creatives discover scholarships,,,2025.0,,https://www.reachcapital.com/wp-content/uploads/2026/04/Logo_MCR_CTP_Horizontal-2.png,,,,Eytan Wurman,0.0,0,0,0,0,0,"Продукт не является образовательным, это платформа для рекрутинга и поиска стипендий, поэтому не соответствует модели PMO."
1732,reach-capital,Curiosities,curiosities,https://www.reachcapital.com/companies/?sector=learning,Learning,https://www.curiosities.ai/,AI for kids to build their critical thinking,,,2025.0,,https://www.reachcapital.com/wp-content/uploads/2026/04/CuriositiesAI_logo-no-tm.svg,,,,Yi Ng,5.2,7,8,1,1,9,"Продукт, вероятно, использует ИИ для глубокой персонализации обратной связи и адаптации учебных материалов, но практически не содержит элементов совместной деятельности и геймификации."
1733,reach-capital,Curipod,curipod,https://www.reachcapital.com/companies/?sector=learning,Learning,https://curipod.com/,Sparking students’ curiosity through AI native interactive lessons,,,2019.0,,https://www.reachcapital.com/wp-content/uploads/2022/06/Curipod-e1762812943186.png,,,,Eirik Hernes Berre;Frikk Fossan;Jens Aarre Seip,4.2,4,5,5,3,4,"Curipod создаёт интерактивные ИИ-уроки с элементами совместного участия и адаптацией контента, но не предлагает глубокой персонализации пути, геймификацию или продвинутую обратную связь."
1734,reach-capital,Derivita,derivita,https://www.reachcapital.com/companies/?sector=learning,Learning,https://www.derivita.com/,First of its kind STEM technology platform and complete computer algebra system.,,,2015.0,,https://www.reachcapital.com/wp-content/uploads/2022/06/Derivita-1.png,,,,Devlin Daley;Ryan Brown,5.0,5,7,2,3,8,"Платформа предлагает адаптивные учебные материалы и персонализированную обратную связь, но в ней слабо развиты возможности совместной деятельности и геймификации обучения."
1736,reach-capital,Doorman,doorman,https://www.reachcapital.com/companies/?sector=learning,Learning,https://doorman.school/,"Helping schools block high-dopamine apps, monitor compliance automatically, and build better digital habits in every classroom.",,,2025.0,,https://www.reachcapital.com/wp-content/uploads/2025/12/doorman.png,,,,Brian Hawkins;Patrick Cui,0.0,0,0,0,0,0,"Продукт не является образовательным, а представляет собой инструмент для блокировки приложений и управления устройствами в школах, поэтому он не соответствует модели PMO."
1737,reach-capital,Doowii,doowii,https://www.reachcapital.com/companies/?sector=learning,Learning,https://www.doowii.io/,AI Data Scientist co-pilot for education,,,2023.0,,https://www.reachcapital.com/wp-content/uploads/2022/06/doowii.svg,,,,Ben Dodson;Ilho Ye;Matthew Young,1.0,1,1,1,1,1,"Продукт не является образовательным, это AI-ассистент для аналитики образовательных данных, не предназначенный для непосредственного обучения."
1738,reach-capital,Dropback,dropback,https://www.reachcapital.com/companies/?sector=learning,Learning,https://www.dropback.com/,Powering the financial infrastructure for teams in the new era of college sports,,,2024.0,,https://www.reachcapital.com/wp-content/uploads/2025/03/dropback.svg,,,,Luke Bogus,0.0,0,0,0,0,0,"Продукт не является образовательным, поэтому не соответствует модели ПМО."
1739,reach-capital,EdCast,edcast,https://www.reachcapital.com/companies/?sector=learning,Learning,https://www.edcast.com/,AI-driven learning content management and delivery solution,Exit,,2014.0,,https://www.reachcapital.com/wp-content/uploads/2022/06/EdCast.svg,,,,Karl Mehta,6.0,8,9,5,3,5,"EdCast — AI-решение для управления и доставки образовательного контента, которое обеспечивает высокую персонализацию материалов и траекторий, но социальные и игровые аспекты, вероятно, развиты средне."
1740,reach-capital,Ednition,ednition,https://www.reachcapital.com/companies/?sector=learning,Learning,https://www.ednition.com/,"Next-gen rostering, data integration and interoperability solutions for edtech companies",,,2021.0,,https://www.reachcapital.com/wp-content/uploads/2022/06/ednition.png,,,,Mick Hewitt;Doug Weber,0.0,0,0,0,0,0,"Продукт представляет собой инфраструктурное решение для интеграции данных и управления пользователями в edtech-компаниях, не является образовательным продуктом и не подходит для оценки по модели ПМО."
1741,reach-capital,Elevify,elevify,https://www.reachcapital.com/companies/?sector=learning,Learning,https://www.apoia.com.br/,AI platform to solve professional problems through courses and tools,,,2023.0,,https://www.reachcapital.com/wp-content/uploads/2023/12/elevify.png,,,,Rangel Barbosa;Paulo Henrique Silveira,4.2,5,7,1,1,7,"Платформа позиционируется как AI-решение для персонализированного обучения, но детали организации учебных траекторий, совместной деятельности и геймификации не раскрыты."
