id,fund,name,sectors,website,description,stage,stage_year,founded_year,invested_year,pmo_score,pmo_traj,pmo_mat,pmo_collab,pmo_game,pmo_feedback,pmo_notes,assigned_agent,agent_sredstvo,agent_status,relevance,rationale
1486,new-schools,MindWorks Collaborative,Learning Differences,http://www.mindworkscollab.org,"CoPilot by MindWorks Collaborative is a game-changing partner for schools, meeting their workforce needs and creating conditions for diverse Special Education professionals to thrive. Our skilled CoPilot crew members not only provide direct compliance and flexible staffing support, but also model an affirming and asset-based approach to supporting neurodivergent students and their families. We’re here to make a lasting impact in the world of special education.",Past,,2019.0,,1.0,1,1,1,1,1,"Продукт не является образовательным, а представляет собой кадровый сервис для школ, поэтому он не соответствует модели ПМО.",unmatched,,,0,"Стартап предоставляет услуги по подбору персонала и комплаенс-поддержке для школ, а не ИИ-инструмент для образовательного процесса, и не соответствует ни одному из агентов."
1487,new-schools,"Mote Technologies, Inc",Learning Solutions,http://www.mote.com,"Conker (www.conker.ai) is an educational assessment platform that aims to create a more equitable learning experience by harnessing AI to remove the stress from assessment for teachers, by empowering students with learning differences and by creating assessments that reflect the background and experiences of students today. Conker has been used by more than 31,000 educators since it launched in January, and is brought to you by Mote Technologies, the team behind the Mote voice messaging app (www.mote.com).",,,,2023.0,2.4,2,5,1,1,3,"Conker — это инструмент для учителей по созданию адаптивных тестов, но персонализация траектории и обратная связь для учащихся практически отсутствуют, а геймификация и коллаборация не предусмотрены.",ИИ-викторины,Учебные материалы,Протестировать,10,"Платформа Conker, как и ИИ-викторины, предназначена для быстрого создания интерактивных тестов и викторин с использованием ИИ, снимая нагрузку с учителей."
1492,new-schools,NarrateAR LLC,Learning Differences,http://www.narratear.com,"Like our own child, one in six students struggle with special needs. We build personalized AI co-pilots for learning that grow with your child to unlock their full potential.",Past,,,2023.0,6.4,10,10,0,2,10,"Продукт представляет собой персонализированного ИИ-ассистента для детей с особыми потребностями, который адаптирует учебную траекторию и материалы, обеспечивает мгновенную обратную связь, но не включает совместную деятельность или геймификацию.",ИИ-агент генерации траектории,Персонализированная траектория,Протестировать,7,"Стартап создаёт персонализированного AI-ко-пилота, который строит адаптивный план обучения, что наиболее соответствует агенту генерации траектории с автоматической корректировкой маршрута."
1493,new-schools,National Accelerator of Autism Charter Schools,Learning Differences,https://autismcharterschools.org,"The National Accelerator of Autism Charter Schools (NAACS) supports founding teams dedicated to starting autism-focused charter schools by offering fellowships, training, resources, and a national support network. NAACS envisions accelerating the opening of an autism charter school in every major city in America.",Past,,,2024.0,0.0,0,0,0,0,0,"Продукт не является образовательным, это акселератор для учредителей школ, поэтому модель ПМО неприменима.",unmatched,,,0,"Стартап ориентирован на поддержку открытия чартерных школ, а не на образовательные технологии для учеников, что не соответствует ни одному ИИ-агенту каталога."
1495,new-schools,New Classrooms,Learning Solutions,http://newclassrooms.org/,"New Classrooms designs innovative instructional models and digital learning tools that transform student achievement by reimagining how time, talent, technology, and space are used to help teachers personalize learning.",,,2011.0,2025.0,6.8,8,8,7,3,8,"Продукт предоставляет высокую персонализацию учебных траекторий и материалов с элементами совместной работы, но почти не использует игровые механики.",ИИ-агент генерации траектории,Персонализированная траектория,Протестировать,10,"Стартап New Classrooms создаёт персонализированные учебные маршруты с адаптацией под прогресс, что полностью совпадает с функцией ИИ-агента генерации траектории."
1499,new-schools,Novel Education Partners,Learning Solutions,https://www.novelpartners.org,"Novel partners with K-12 schools to achieve their vision for equitable and rigorous ELA instruction. By collaborating with schools, Novel unlocks the potential of high-quality, culturally responsive curricula, supporting the growth of students, teachers, and leaders to build lifelong learners.",Past,,2022.0,2024.0,0.4,1,1,0,0,0,"Продукт представляет собой сервис по внедрению учебных программ, но не содержит механизмов персонализированной траектории, адаптивных материалов, коллаборации, геймификации или автоматической обратной связи, характерных для модели ПМО.",unmatched,,,0,"Стартап занимается внедрением культурно-адаптированных учебных программ по ELA в школах, что не является функцией какого-либо ИИ-агента из каталога."
1501,new-schools,OJI:SDA’ Sustainable Indigenous Futures,Learning Solutions,https://www.ojisda.org/,"OJI:SDA’ aims to implement a land-based academic curriculum by partnering with K-12 teachers and community elders. Land-based learning uses an Indigenous and environmentally-focused approach by recognizing the deep connection and relationship to land. Through this curriculum, students will engage in lessons about humanities, mathematics and sciences, while also learning about indigenous cultures and values and how to care for the Earth.",,,2020.0,2022.0,1.8,2,1,4,1,1,"Продукт представляет собой фиксированную учебную программу на основе местных знаний без элементов персонализации, адаптивности, геймификации или автоматизированной обратной связи.",unmatched,,,5,"Стартап предлагает готовые учебные модули, интегрирующие знания коренных народов и экологическое мышление в стандартные предметы, что схоже с агентом «Новые грамотности», который встраивает специализированные модули (финансовая, цифровая, медиаграмотность) в учебный процесс."
1502,new-schools,"Oko Labs, Inc.",Learning Solutions,https://okolabs.ai,"OKO Labs is dedicated to transforming education by providing high-quality, collaborative learning experiences that are accessible and engaging for all students. Using AI-powered small-group instruction, OKO Labs empowers educators to personalize learning and foster deeper understanding, creating a more equitable and effective environment where every student thrives.",Past,,2020.0,2024.0,6.2,5,7,9,2,8,"OKO Labs использует ИИ для персонализации в малых группах, акцент на коллаборацию, но отсутствие геймификации и возможное ограничение самостоятельного построения траектории учеником.",unmatched,,,6,"Стартап использует ИИ для управления малыми группами, что ближе всего к агенту 38, который помогает группе совместно сформулировать цель проекта с помощью ИИ, хотя общая концепция стартапа шире."
1504,new-schools,Open Source Phonics,Learning Solutions,http://www.opensourcephonics.org,"The Open Source Phonics website was launched in 2021 and published the 120 lessons and decodable story groups. Open Source Phonics, Inc. was incorporated in Maryland in January of 2022.",Past,,2022.0,2023.0,0.6,1,2,0,0,0,"Продукт представляет собой статичные уроки и истории по фонике без персонализации траектории, адаптации контента или обратной связи, поэтому практически не реализует принципы ПМО.",unmatched,,,2,"Стартап публикует готовые уроки и истории по фонетике, что отдалённо напоминает библиотеку контента, но без ИИ-функций поиска и фильтрации."
1505,new-schools,OpenLiteracy,Learning Solutions,https://openliteracy.com,"OpenLiteracy’s AI Pathways curriculum maximizes the impact of 1:1 and small-group reading interventions for K-8 students. Its AI-driven tool enables educators to create personalized learning pathways, delivering tailored literacy lessons that meet each student’s needs.",Past,,2024.0,2024.0,5.4,7,9,3,1,7,"Продукт обеспечивает глубокую персонализацию учебных материалов и траекторий с помощью ИИ, но практически не содержит элементов совместной деятельности и геймификации.",ИИ-агент генерации траектории,Персонализированная траектория,Протестировать,9,"Стартап создает персонализированные учебные траектории для обучения грамотности, что соответствует функции ИИ-агента генерации траектории."
1508,new-schools,"Outline It, Inc.",Learning Solutions,https://www.halcyonhouse.org/venture/outline-it-inc/,"Outline is a writing platform that breaks down the writing process into smaller parts, by supporting students through the brainstorming and organizing parts of essay writing. Many students have a difficult time writing essays and research has shown that when digital tools are used to teach writing, students are highly motivated to write. Created with teacher input, Outline is designed to help students better organize their thoughts, form a cohesive narrative out of multiple stories, distill ideas into one-sentence summaries, and learn the fundamentals of writing a strong outline. Using the Outline platform, students are able to generate essay ideas and organize these ideas to begin creating a sequence for their essay. Outline helps students summarize their ideas into main points, prompts them with transition words to link their ideas together and encourages them to fill in their ideas with additional sentences. Students then have an outline of their essay that they’re able to download as a foundation for additional writing. The approach is based on a proprietary essay brainstorming and structuring method developed from over 10 years of working with teenagers one-on-one, with 95% of students getting into one of their top 3 colleges and receiving more than $10 million in scholarships.",,,2022.0,2022.0,0.8,2,2,0,0,0,"Продукт является инструментом структурирования эссе с фиксированным процессом, без персонализации учебной траектории, адаптивных материалов, совместной деятельности, геймификации или обратной связи.",unmatched,,,2,"Платформа Outline помогает ученикам самостоятельно структурировать идеи для эссе, а не автоматически генерирует интеллект-карты или учебный контент; ближайший агент (32) создаёт схемы по заданной теме, но не поддерживает пошаговый процесс мозгового штурма и организации мыслей учеником."
1513,new-schools,Pathlitics,Learning Differences,https://pathlitics.com,"Pathlitics empowers students with learning differences to confidently plan their paths after high school. Its online hub centralizes a robust dataset of programs, colleges, and jobs, while offering meaningful insights from students with similar lived experiences. Pathlitics also serves as a powerful transition planning tool for high school counselors, helping them support neurodivergent students while ensuring compliance with federal special education law.",Past,,,2024.0,3.2,7,5,2,1,1,"Продукт ориентирован на планирование индивидуальной образовательно-карьерной траектории, но не является полноценной обучающей средой, поэтому большинство инструментов PMO развиты слабо.",unmatched,,,6,"Агент 9 (ИИ-профориентолог) связывает учебные цели с карьерными перспективами, что наиболее близко к задаче Pathlitics — помогать учащимся с особенностями обучения планировать пути после школы, хотя стартап делает акцент на базе данных и опыте сверстников, а не на ИИ-соотнесении текущих целей."
1517,new-schools,PeerTeach Inc,Learning Solutions,https://peerteach.org,"PeerTeach is a data-driven peer tutoring platform for 3rd-8th grade math, developed through research at Stanford University. It evaluates students’ mastery of math concepts, predicts the most effective tutoring pairs, and engages them in gamified peer coaching. PeerTeach empowers students to build leadership, confidence, and a love of math while supporting their peers.",Past,,2021.0,2024.0,6.4,5,3,10,8,6,"Платформа делает ставку на совместное обучение и геймификацию, но персонализация траектории и адаптивность материалов выражены слабо.",Распределение задач и ролей в группе,Совместная деятельность и общение,В разработке,9,"Стартап предсказывает наиболее эффективные пары для взаимного обучения, что соответствует функции агента по распределению ролей в группе на основе профилей участников."
1519,new-schools,Playground IEP,Learning Differences,https://www.playgroundiep.com/,"An AI-powered tool that combines a comprehensive directory of postsecondary options—jobs, colleges, and trades—with a personalized transition inventory that matches students with disabilities to opportunities based on their strengths and interests.",,,2022.0,2025.0,3.8,8,5,0,0,6,"Инструмент Playground IEP эффективно персонализирует траекторию выбора постсреднего образования на основе сильных сторон и интересов, но не включает адаптивные учебные материалы, геймификацию или совместные функции.",ИИ-профориентолог,Персонализированная траектория,В разработке,9,"Стартап реализует персонализированную профориентацию на основе инвентаризации сильных сторон и интересов, что соответствует функции ИИ-профориентолога."
1522,new-schools,Project Read AI,Learning Solutions,https://www.projectread.ai,"Project Read is an AI co-teacher designed to support the Science of Reading. It provides teachers and students with evidence-based, structured literacy tools to accelerate learning and improve reading outcomes.",Past,,2023.0,2024.0,5.0,5,7,3,2,8,"Project Read AI обеспечивает адаптивные учебные материалы и персонализированную обратную связь, но слабо вовлекает учащегося в построение собственной траектории и почти не содержит игровых или коллаборативных элементов.",ИИ-агент формирующей обратной связи,Обратная связь,В разработке,9,"Project Read AI как ИИ-со-учитель для обучения чтению предоставляет развивающую обратную связь с конкретными рекомендациями, что напрямую соответствует агенту формирующей обратной связи."
1526,new-schools,Quill.org,Learning Solutions,https://www.quill.org/,"Quill.org’s mission is to enable 10 million 4th-12th grade students attending low-income, Title-1 schools to become strong readers, writers, and critical thinkers in the next five years. Quill currently serves 12,000 schools across the United States (8,000 Title-1 schools) through free, AI-powered literacy tools that provide students with real-time, actionable feedback and coaching so that students can revise their work and quickly build their literacy skills. While Quill primarily serves English Language Arts classrooms today, support from NewSchools Venture Fund is enabling Quill to provide “writing across the curriculum” by developing new AI-powered curricula for Social Studies and STEM classrooms.",,,,,4.2,5,7,0,0,9,"Quill.org — это ИИ-инструмент для развития письменных навыков с сильной обратной связью, но без элементов геймификации и совместного обучения.",ИИ-агент формирующей обратной связи,Обратная связь,В разработке,9,"Quill.org предоставляет AI-инструменты для формирующей обратной связи и рекомендаций по улучшению письменных работ, совпадая с функцией ИИ-агента формирующей обратной связи."
1529,new-schools,Relay Graduate School of Education,Teaching Reimagined,https://www.relay.edu/,"Relay Graduate School of Education (Relay) is a national, accredited nonprofit institution of higher education dedicated to teacher and school leadership preparation and development. Relay’s mission is to ensure that all students are taught by outstanding educators, and envisions a more just world where every student has access to excellent teachers and a clear path to a fulfilling life.",Past,,,2024.0,5.0,5,4,7,1,8,"Программа делает упор на персонализированную обратную связь через коучинг и видеоанализ, но траектория обучения и учебные материалы остаются относительно фиксированными.",unmatched,,,0,"Стартап — это высшее учебное заведение для подготовки учителей, а не инструмент на основе ИИ для персонализированного обучения школьников, поэтому ни один агент из каталога не соответствует его сути."
1531,new-schools,RISE Child Development Center,Learning Solutions,https://www.risecdc.org/,"RISE introduces a play-based, anti-racist and liberatory curriculum for early childhood education. Their educational model includes curricula and professional development modules / training. While they have built out an early version of this solution, the RISE team will continue to iterate on the curriculum by leveraging existing research-based practices that are aligned to preschool standards. The teacher professional development component supports educators and administrators to create an anti-racist and liberatory environment for children. This 16-week training includes a behavioral component (e.g., how to handle different student behavior, how to structure a class team) as well as lesson plans.",,,2018.0,2022.0,1.2,1,1,2,1,1,"RISE предлагает игровую учебную программу и обучение педагогов, но продукт представляет собой традиционный контент без цифровой персонализации, адаптивных материалов, геймификации или автоматизированной обратной связи, поэтому все инструменты PMO оценены минимально.",unmatched,,,0,"Стартап предлагает готовую учебную программу и тренинг для педагогов, не являясь цифровым ИИ-агентом из каталога."
1535,new-schools,Rural Opportunity Institute (ROI),Learning Differences,https://www.ruralopportunity.org/,"Rural Opportunity Institute (ROI) is a community-based social venture studio that builds the capacity of rural communities to support people’s healing from generational trauma to achieve health, safety, connection, and self-determination. ROI’s newest initiative “10x Mental Health Supports for Students” helps schools and community-based organizations to put the systems and structures in place to leverage Medicaid funding so they can increase student access to mental health services.",Past,,2021.0,,0.0,0,0,0,0,0,"Продукт не является образовательным, его основная цель — поддержка психического здоровья через системные изменения, а не обучение, поэтому модель PMO неприменима.",unmatched,,,0,"Стартап фокусируется на системных решениях для финансирования психического здоровья, что не совпадает ни с одним ИИ-агентом каталога."
1539,new-schools,SELF,Learning Differences,http://SELFnola.org,"SELF’s vision is an educational system where all students are celebrated, treated with dignity, and their strengths are leveraged to empower authentic and individualized learning. Our mission is to empower schools to create welcoming and effective communities that enable all students to achieve their fullest potential. The National Leader Fellowship, established in 2022, will bring together school leaders and special education coordinators in an intensive two-year fellowship consisting of specialized training, coaching, professional learning communities, peer reviews and visits to exemplary special education programs. This cohort of national leaders will collaborate and return to their respective schools and districts with rich and diverse plans of action.",Past,,2022.0,2022.0,2.2,1,1,7,0,2,"Программа стажировки для руководителей школ, ориентированная на сотрудничество, но лишённая персонализации траектории, адаптивных материалов, геймификации и автоматизированной обратной связи.",unmatched,,,0,"Стартап представляет офлайн-программу обучения школьных лидеров, не соответствующую ни одному ИИ-агенту каталога."
1544,new-schools,Snorkl,"GenAI Math Tutoring,Learning Solutions",https://snorkl.app/,"Snorkl provides students with immediate, personalized feedback on their thinking and problem solving. Using its multimodal tools, students record visual and verbal explanations to show their reasoning and receive real-time support tailored to their work.",,,2023.0,2025.0,2.6,2,2,0,0,9,"Snorkl — это образовательный инструмент с сильной персонализированной обратной связью на основе ИИ, но полностью отсутствуют персонализация траектории обучения, адаптивные материалы, совместная деятельность и игровые механики.",ИИ-агент формирующей обратной связи,Обратная связь,В разработке,9,"Snorkl предоставляет персонализированную обратную связь на основе объяснений учащихся, что соответствует функции агента формирующей обратной связи, генерирующего развивающие комментарии с рекомендациями по улучшению."
1545,new-schools,Social Cipher,Learning Differences,https://www.socialciphergame.com/,"Social Cipher builds social-emotional learning video games that help youth of all neurotypes understand themselves and those around them, and software that helps educators and counselors better understand their students’ social emotional well being.",Past,,2018.0,,4.2,2,3,1,8,7,"Social Cipher — образовательная видеоигра для социально-эмоционального обучения, геймификация сильна, но персонализация траектории и адаптивность материалов ограничены.",Сервис заботы о самочувствии,Персонализированная траектория,В разработке,7,"Стартап создаёт видеоигры для социально-эмоционального обучения и ПО для отслеживания благополучия, что наиболее близко к агенту 10, отслеживающему эмоциональное состояние и предупреждающему о стрессе."
1546,new-schools,Social Optics,Learning Differences,http://www.mysocialoptics.com,"Social Optics is a web based social communication solution for neurodivergent teens. We believe that understanding yourself and the science of communication is the foundation for positive self-esteem, relationships, and resilience. Social Optics allows schools to combine direct instruction, self-reflection and independent learning activities to help students develop authentic and empathetic communication skills.",Past,,,2023.0,3.2,4,4,5,0,3,"Продукт является образовательным, но описание не демонстрирует глубокой персонализации траектории или материалов, а геймификация отсутствует; основной акцент на самостоятельной рефлексии и обучении социальной коммуникации.",unmatched,,,0,"Стартап предлагает комплексное решение для обучения социальной коммуникации нейроотличных подростков, в то время как каталог содержит ИИ-агентов для отдельных аспектов образовательного процесса, и ни один агент не соответствует функциональности обучения коммуникативным навыкам."
1549,new-schools,"Sown To Grow, Inc",Learning Solutions,https://www.sowntogrow.com/,"Sown to Grow was part of the Expanded Definition of Student Success Ed Tech Challenge. Funds supported Sown to Grow’s student-led goal setting, reflection, and metacognition platform that builds better, more confident learners.",,,2015.0,2022.0,2.8,8,1,0,3,2,"Платформа сильно ориентирована на самостоятельное построение учебной траектории через целеполагание и рефлексию, но практически не предлагает адаптивного контента, геймификации или совместной деятельности.",ИИ-агент рефлексии,Персонализированная траектория,В разработке,9,"Платформа Sown To Grow ориентирована на рефлексию и метапознание, что прямо соответствует ИИ-агенту рефлексии (5), направляющему осмысление учебного опыта и корректировку стратегии обучения."
1550,new-schools,Spelligent Education,Learning Differences,http://www.spelligent.org,"Spelligent seeks to ensure communities, caretakers, educators, and students understand how learners vary and understand how to attend to this variability in school and beyond. We do this by helping schools design school-wide systems that center learner variability, partnering with education support organizations to integrate the lens of learner variability into their programs, elevating voices through storytelling across multiple media platforms",Past,,2021.0,2023.0,2.2,2,5,2,1,1,"Продукт представляет собой образовательную консультационную платформу для педагогов, слабо соответствующую модели PMO из-за отсутствия персонализированных траекторий, адаптивного контента, совместной деятельности, геймификации и развитой обратной связи для учащихся.",unmatched,,,0,"Стартап ориентирован на дизайн систем, учитывающих вариативность учащихся, и не является ИИ-агентом, поэтому не соответствует ни одному из представленных инструментов."
1551,new-schools,Springpoint,Learning Solutions,http://springpointschools.org,"Transformative Learning Experiences (TLEs) are project-based curricula that make high school meaningful. Developed by Springpoint, TLEs are deeply researched, youth-centered, informed by culturally responsive pedagogy, and richly supported for teacher implementation. Explicitly designed with both rigor and purpose in mind, TLEs focus on real-world problems that leverage students’ passions and speak to their interests and identities. They require students to engage in deep thinking and practice of essential post-secondary skills, create an authentic product, engage with experts and members of the community, and present their work to an authentic audience.",Past,,,2023.0,4.4,5,4,7,1,5,"Проектное обучение с некоторой степенью выбора тем и заметной коллаборацией, но без геймификации и с ограниченной адаптацией контента.",unmatched,,,0,"Стартап предлагает готовые проектные учебные программы, а не ИИ-инструмент из каталога, поэтому совпадений нет."
1554,new-schools,STEM4Real,Learning Solutions,http://www.stem4real.org,"​STEM4Real is committed to providing quality STEM professional learning infused with principles of equity, anti-bias and justice-centered pedagogy so that every student has access to a rigorous and joyful STEM education. We provide collaborative professional learning for educators committed to equity and anti-racism. We combine standards-based content + anti-racist pedagogy. Standards + Justice, you don’t have to choose. We use Lesson Study to CONNECT with our students, CREATE culturally responsive instruction and CULTIVATE a culture of anti-bias, anti-racism and belonging.",Past,,,2023.0,3.0,2,2,9,0,2,"Продукт представляет собой программу профессионального развития для педагогов, основанную на совместном исследовании уроков, что обеспечивает высокий уровень совместной деятельности, но практически не содержит элементов персонализации траектории, адаптации материалов, геймификации или автоматизированной обратной связи.",unmatched,,,0,"Стартап сфокусирован на профессиональном обучении педагогов и не соответствует ни одному ИИ-агенту из каталога, ориентированного на учебный процесс школьников."
1555,new-schools,Step Up Tutoring,"GenAI Math Tutoring,Learning Solutions",https://www.stepuptutoring.org/,"Step Up delivers virtual, high-impact 1:1 tutoring to underserved students in grades 2–6. It is developing two GenAI tools to help tutors improve instruction: a post-session feedback tool that reinforces effective practices and a real-time assistant supporting math explanations and relationship-building.",,,2020.0,2025.0,3.2,4,5,2,0,5,"Платформа 1-на-1 репетиторства с AI-инструментами для тьюторов, что даёт персонализацию через преподавателя, но почти не включает элементы собственного пути ученика, геймификации или совместной деятельности.",unmatched,,,2,"Инструменты стартапа ориентированы на поддержку тьюторов в проведении занятий и анализе сессий, в каталоге все агенты направлены на взаимодействие с учениками или автоматизацию работы учителя, но не на реалтайм-ассистента для тьютора."
1557,new-schools,Strived.io,Learning Solutions,https://strived.io,"Strived.io is an AI-powered data tool for district leaders, school leaders, and teachers that collaborates with top Edtech vendors, assessment providers, and classroom data to generate actionable insights. By mapping student learning through integrated skills and standards, Strived.io helps educators coach each student effectively. It will also include behavior and emotional factors to provide a comprehensive understanding of how each child learns best.",Past,,,2024.0,1.4,3,2,0,0,2,"Аналитический ИИ-инструмент для педагогов, который не предоставляет прямых студенческих возможностей для персонализации траектории, адаптивности контента, геймификации или обратной связи, а лишь косвенно помогает учителям в этом.",ИИ-выгрузки и отчеты,Обратная связь,Протестировать,7,"Стартап Strived.io, как и ИИ-выгрузки и отчеты, агрегирует данные из различных источников для генерации аналитических отчетов и практических инсайтов, помогающих учителям и руководителям принимать обоснованные решения."
1562,new-schools,Talkido,Learning Solutions,https://talkido.co,"Talkido is a screen-free language support system designed to empower young learners with diverse needs in PreK to K5. Through a personalized approach, Talkido helps children build essential listening, attention, speaking, and literacy skills. Its accessible, interactive tools foster social and cognitive development, supporting children in reaching their full potential.",Past,,,2024.0,5.6,5,6,6,5,6,"Talkido предлагает персонализированный подход к развитию речи и социальных навыков у дошкольников, но без деталей о механизмах адаптации и взаимодействия все инструменты PMO оценены средне.",unmatched,,,5,"Talkido применяет персонализированный подход для развития речевых навыков, что близко к ИИ-агенту диагностики (3), определяющему текущий уровень ребёнка через задания и адаптирующему обучение."
1568,new-schools,Teachley LLC,Learning Solutions,https://www.teachley.com,"Teachley is developing Tutoring with Teachley Math, a research-based, high-dosage small-group tutoring program that improves K–5 math outcomes. The program blends authentic games, multimedia resources, and problem-solving within a coherent scope and sequence.",,,2011.0,2025.0,4.4,2,4,6,6,4,"Программа репетиторства по математике для малых групп с игровыми элементами, но без явной персонализации траектории обучения и с ограниченной обратной связью.",unmatched,,,0,"Teachley — это готовый учебный курс для малых групп по математике, а не отдельный ИИ-агент из каталога."
1571,new-schools,The Ability Challenge,Learning Differences,https://theabilitychallenge.org/,"The Ability Challenge (ABC) partners with schools and districts to build inclusive communities and world-class special education programs. ABC provides school leaders and educators with tailored training, support, and tools to transform services for students with disabilities, ensuring access, belonging, and success for the 1 in 5 students with learning differences. Using the research-backed THRIVE Framework, ABC offers customized roadmaps, leadership support, educator training, and targeted solutions to address special education challenges.",Past,,,2024.0,4.2,7,6,4,1,3,"Продукт предлагает кастомизированные учебные траектории для педагогов, но слабо использует геймификацию и автоматизированную обратную связь.",unmatched,,,2,"Стартап предлагает индивидуальные дорожные карты для школ, что отдалённо напоминает генерацию персонализированной траектории, но его суть — консалтинг, а не автоматизированный план обучения ученика."
1573,new-schools,The AI Education Project (aiEDU),Learning Solutions,https://www.aiedu.org/,"The AI Education Project (aiEDU) is a 501(c)(3) non-profit centering equity and accessibility in AI education. We educate students—especially those disproportionately impacted by AI and automation—with the conceptual knowledge and skills they need to thrive as future workers, creators, consumers, and citizens. We’re dedicated to create equitable educational experiences to excite and empower learners everywhere with AI literacy.",,,,,1.4,2,2,1,1,1,"Проект по AI-грамотности с фиксированной программой, без персонализации траектории, адаптивных материалов, взаимодействия, геймификации или автоматизированной обратной связи.",Новые грамотности,Учебные материалы,В разработке,7,"Стартап обучает AI-грамотности, что является новой грамотностью, а агент №18 помогает интегрировать модули новых грамотностей в учебный процесс."
1575,new-schools,The Apti Model,Learning Solutions,https://aptimodel.com/,"The APTI Model is developing a K-5 literacy curriculum and social-emotional learning (SEL) framework that provides students with diverse texts and personalized instruction. The model integrates the CASEL Framework to promote SEL skills like emotional health, positive self-identity and strong interpersonal skills alongside literacy development through a four-step approach: A-Analyze, P-Plan, T-Teach, and I-Inspire. The model also aims to increase students’ academic success through collaborative learning and culturally relevant lessons.",,,2020.0,2022.0,4.0,6,4,7,1,2,"Модель APTI акцентирует персонализированное обучение и совместную деятельность, но в описании отсутствуют элементы геймификации и автоматизированной обратной связи.",Сервис заботы о самочувствии,Персонализированная траектория,В разработке,7,"Стартап интегрирует SEL-фреймворк с фокусом на эмоциональное здоровье, что ближе всего к агенту заботы о самочувствии."
1576,new-schools,The ASSISTments Foundation,Learning Solutions,https://new.assistments.org/,"ASSISTments is a math practice and assessment platform proven to improve student achievement by infusing evidence-based strategies into teaching and learning. ASSISTments-Powered offers a system-wide solution for school districts, providing comprehensive support and real-time analytics to help districts implement Illustrative Math and Open Up Resources curricula effectively.",Past,,,2024.0,3.6,4,5,0,2,7,"Платформа в основном предоставляет задания по фиксированным учебным программам с хорошей обратной связью, но практически без персонализации траектории, адаптивности материалов или элементов сотрудничества.",ИИ-проверка задач,Обратная связь,Протестировать,9,"Платформа ASSISTments автоматизирует проверку практических заданий по математике и предоставляет обратную связь и аналитику, что напрямую соответствует агенту ИИ-проверка задач."
